id;area;nomor;alamat;koordinat
832;61.71.04.1002;72;JL. SELAT BALI;"0� 1'10.45""S, 109�20'54.85""T"
833;61.71.04.1002;73;GG. BARU;"0� 1'7.12""S, 109�20'55.77""T"
834;61.71.04.1002;74;JL. GUSTI SITUT MACMUD GG. REMIS;"0� 1'8.81""S, 109�20'50.54""T"
835;61.71.04.1002;75;GG. BERSAMA 3;"0� 1'2.87""S, 109�20'58.29""T"
836;61.71.04.1002;76;JL. SELAT SUMBA GG. BERSAMA 2;"0� 1'2.77""S, 109�20'56.69""T"
837;61.71.04.1002;77;GG. BERSAMA 1;"0� 0'56.78""S, 109�20'59.59""T"
838;61.71.04.1002;78;JL. SELAT SUMBA GG. BERSAMA I;"0� 1'0.82""S, 109�20'55.98""T"
839;61.71.04.1002;79;GG. SELAT SUMBA;"0� 1'2.70""S, 109�20'52.56""T"
840;61.71.04.1002;80;JLN. SELAT SUMBA I;"0� 0'58.44""S, 109�20'53.45""T"
841;61.71.04.1002;81;JL. PARWASAL DALAM;"0� 0'55.86""S, 109�20'53.82""T"
842;61.71.04.1002;82;GG. SELAT SUMBA 1;"0� 0'53.87""S, 109�20'54.80""T"
843;61.71.04.1002;83;JL. SELAT SUMBA I GG. BARU I;"0� 0'53.10""S, 109�20'58.66""T"
844;61.71.04.1002;84;GG. BARU 1;"0� 0'53.48""S, 109�21'2.82""T"
845;61.71.04.1002;85;GG. BARU 3;"0� 0'51.51""S, 109�21'4.10""T"
846;61.71.04.1002;86;GG. REMIS II DALAM;"0� 0'49.50""S, 109�21'1.22""T"
847;61.71.04.1002;87;GG. PERJUANGAN;"0� 0'45.66""S, 109�20'55.81""T"
848;61.71.04.1002;88;JL. SELAT SUMBA GG. PERJUANGAN;"0� 0'43.97""S, 109�20'56.48""T"
849;61.71.04.1002;89;JL. SELAT SUMBA GG. PERJUANGAN;"0� 0'43.71""S, 109�20'54.96""T"
850;61.71.04.1002;90;JL. SELAT SUMBA GG. DAMAI;"0� 0'42.65""S, 109�20'58.57""T"
851;61.71.04.1002;91;JL. SELAT MADURA DALAM GG.MULYA 2 N0.1;"0� 0'36.59""S, 109�20'55.18""T"
852;61.71.04.1002;92;JL. GUSTI SITUT MACHMUD GG. SEDERHANA;"0� 0'47.90""S, 109�21'1.69""T"
853;61.71.04.1002;93;JLN SELAT SUMBA I GG MELATI;"0� 0'46.02""S, 109�21'3.21""T"
854;61.71.04.1002;94;JL. SELAT SUMBA GG. SEDERHANA;"0� 0'44.26""S, 109�21'2.41""T"
855;61.71.04.1002;95;JL. SELAT SUMBA GG. LESTARI;"0� 0'39.64""S, 109�21'7.27""T"
856;61.71.04.1002;96;JL.SELAT SUMBA DLM KOMP.ZAMBRUD PANGERAN RESIDENCE;"0� 0'31.49""S, 109�21'4.71""T"
857;61.71.04.1002;97;JL. SELAT SUMBA KOMPLEK JAMBRUD SUMBA NO. 27-B;"0� 0'23.82""S, 109�21'15.68""T"
858;61.71.04.1002;98;JL. SELAT SUMBA I DALAM;"0� 0'19.43""S, 109�21'14.39""T"
859;61.71.04.1002;99;GG. LESTARI;"0� 0'36.91""S, 109�21'0.30""T"
860;61.71.04.1002;100;JL. SELAT SUMBA GG. LESTARI;"0� 0'32.24""S, 109�20'56.45""T"
861;61.71.04.1002;101;JL. PARIT PANGERAN BTN CITRA SEJAHTERA NO. E.5;"0� 0'15.72""S, 109�21'12.32""T"
862;61.71.04.1002;102;JL. PARIT PANGERAN KOMP. CITRA SEJAHTERA JALUR NO. J 17;"0� 0'19.12""S, 1093514833"
863;61.71.04.1002;103;JALAN SELAT SUMBA GG 95;"0� 0'37.81""S, 109�21'10.37""T"
864;61.71.04.1002;104;JL. GUSTI SITUT MACHMUD GG. SELAT SUMBA I;"0� 0'29.45""S, 109�21'12.09""T"
865;61.71.04.1002;105;GG. SELAT MADURA DALAM;"0� 0'22.27""S, 109�21'2.21""T"
866;61.71.04.1003;1;JL.SMU 5 GG PLAMBOYAN 2;0.00153831 N 109.3260694 E
867;61.71.04.1003;2;JL.KHATULISTIWA GG.TELUK BATANG;0,0,2376 S 109.1933,228E
868;61.71.04.1003;3;JL. BUDI UTOMO GG. TELUK SAHANG 2;0.001124 N 109.328573 E
869;61.71.04.1003;4;JL. SMU 5 GG. BOUGENVIL;0.00284 N 109.32649333333332 E
870;61.71.04.1003;5;JL. SMU 5 GG. TELUK SAHANG 2;0,0,11,73983N 109,19,32,88455 E
871;61.71.04.1003;6;JL. SMU 5 GG. TELUK SAHANG 2;0,0,11,73983N 109,19,32,88455E
872;61.71.04.1003;7;JL. BUDI UTOMO;0'0'8,91 S 109'19'43,71 E
873;61.71.04.1003;8;GG. PURNAJAYA 2;0.06.696 S 109.19.47.79 E
874;61.71.04.1003;9;GG. PURNAJAYA 1;0.005115 N 109.32875833333334 E
875;61.71.04.1003;10;GG. PURNAJAYA 1;0'0'23,676 N 109'19'38,814 E
876;61.71.04.1003;11;GG. PURNAJAYA;0.001979533650856537 10933036253691000
877;61.71.04.1003;12;GG. PURNAJAYA;0.004559181023991167 10933053301637800
878;61.71.04.1003;13;GG. PURNAJAYA 1 N0 69;0.008332869037985802 N 109.32777704671025 E
879;61.71.04.1003;14;JL. KHATULISTIWA GG. TELUK MELANAU;-0.004550470201513886 10932989477045900
880;61.71.04.1003;15;JL. KHATULISTIWA GG. TELUK MELANAU;-0.002836576762287382 '10933040345454100
881;61.71.04.1003;16;JL. KHATULISTIWA GG. TELUK AIR;0.0'14.55 S 109.19.55.878 E
882;61.71.04.1003;17;GG.TELUK PARI;-0.004305617671339405 10933115591368700
883;61.71.04.1003;18;JL. KHATULISTIWA GG. TELUK AIR JALUR 1;0.00591792 S 109.33201387 E
884;61.71.04.1003;19;JL. KHATULISTIWA GG. TELUK AIR JALUR 4;0.0047939 S 109.3323845 E
885;61.71.04.1003;20;JL. KHATULISTIWA;-0.006437703249768712 1093325493511060
886;61.71.04.1003;21;JL. KHATULISTIWA KELUARGA 1;0.029.7169 S 109.1955.90474 E
887;61.71.04.1003;22;JL. SUNGAI SELAMAT;0.006598 E 109,3333526 E
888;61.71.04.1003;23;JL. KHATULISTIWA GG. TELUK SELAMAT;0.0068S 109,3337E
889;61.71.04.1003;24;JL. KHATULISTIWA GG. TELUK SELAMAT;0.0'21.054 S 109.20.1266 E
890;61.71.04.1003;25;JL. SUNGAI SELAMAT GG SUNGAI SELAMAT 6;-0.007855340484374576 10933318000870600
891;61.71.04.1003;26;JL. SUNGAI SELAMAT GG SUNGAI SELAMAT 5;0'0'20,461 S 109'20'2,897
892;61.71.04.1003;27;JL. SUNGAI SELAMAT GG SUNGAI SELAMAT 8;0.0,17,142 S 109'20,2,946 E
893;61.71.04.1003;28;JL. SUNGAI SELAMAT;0'0'17,254 S 109,20,0,57 E
894;61.71.04.1003;29;JL. TELUK SAHANG 1;"0""0""8,172 S 109""20""0,684 E"
895;61.71.04.1003;30;JL. TELUK SAHANG 1;"0'0'4,758""S 109'55.105""E"
896;61.71.04.1003;31;JL. SUNGAI SELAMAT DALAM GG.MASJID ALIKSAN;0,0032 S 109,3352 E
897;61.71.04.1003;32;JL. SUNGAI SELAMAT;0.0088019 1093426308
898;61.71.04.1003;33;JL. SUNGAI SELAMAT;0.00292167N 109.33418832 E
899;61.71.04.1003;34;JL. BUDI UTOMO NO. 28;0.0034420391639096424 1093384899529790
900;61.71.04.1003;35;JL. SUNGAI SELAMAT DALAM;0.0.24.145 N 109'20'1,138 E
901;61.71.04.1003;36;JL. SUNGAI SELAMAT DALAM;0.0055585177916864445, 10933383429896100
902;61.71.04.1003;37;JL. SUNGAI SELAMAT DALAM GG. TANI;0.0127138 N 109.3334709 E
903;61.71.04.1003;38;JL. SUNGAI SELAMAT DALAM GG. TANI;0.01386882 N 109.33067414 E
904;61.71.04.1003;39;JL. SUNGAI SELAMAT DALAM GG. KARYA TANI II;0.044.02706 N 109.19.41.18581 E
905;61.71.04.1003;40;JL. SUNGAI SELAMAT DALAM;0.011252940836573393 10933346229099000
906;61.71.04.1003;41;JL. SUNGAI SELAMAT DALAM GG. PAKU RAYA 1;0,0156 N 109,3340 E
907;61.71.04.1003;42;JL. SUNGAI SELAMAT DALAM;0.017694257477697616 1093333339128790
908;61.71.04.1003;43;JL.KEBANGKITAN NASIONAL;0.2422222202N 109.326376666E
909;61.71.04.1003;44;JL. KEBANGKITAN NASIONAL GG. SEPAKAT;0.02481092941353187 10932601025259500
910;61.71.04.1003;45;JL.KEBANGKITAN NASIONAL;0,242283334N 109,326851667E
911;61.71.04.1003;46;JL. KHATULISTIWA GG. TELUK BETUNG 1;0'0'30,674 S 109'20'3,82 E
912;61.71.04.1003;47;JL. KHATULISTIWA GG TELUK BETUNG I;"0'0'25,374""S 109""20'9,648""E"
913;61.71.04.1003;48;JL.KATHULISTIWA GG.TELUK BETUNG I;-4,17507079996867E+32 10933676610752400
914;61.71.04.1003;49;JL. KHATULISTIWA GG. TELUK BETUNG 1;"0.0058423 S 109.33694468""E"
915;61.71.04.1003;50;JL. KHATULISTIWA GG. TELUK BETUNG 1;0,0,29 S 109,209 E
916;61.71.04.1003;51;JL. KHATULISTIWA GG. TELUK BETUNG MAJU;0,028968S 109,20,16,29E
917;61.71.04.1003;52;JL. KHATULISTIWA GG. TELUK BETUNG MAJU;-0.008105742999035902 1093389630757230
918;61.71.04.1003;53;JL. KHATULISTIWA GG. TELUK BETUNG MAJU;0.0,32,43495 S 109,20,7,92238 E
919;61.71.04.1003;54;JL. KHATULISTIWA GG. TELUK BETUNG 3;0.00887012S 109.33660787 E
920;61.71.04.1003;55;JL. KHATULISTIWA GG. TELUK KERAMAT;00,33,24 S 109,20,11976E
921;61.71.04.1003;56;JL. KHATULISTIWA GG. TELUK KERAMAT;0.00914646 S 109.33701258 E
922;61.71.04.1003;57;KOMPLEK SUMBER DJANTIN;-0.009804859817794706, 10933667590847200
923;61.71.04.1003;58;JL. KHATULISTIWA KOMP. SUMBER JANTIN NO. 17;-0.010522556489034543 10933602385816600
924;61.71.04.1003;59;GG. TELUK BAYUR;0.0109405S 109.3370208E
925;61.71.04.1003;60;GG. TELUK BAYUR;-0.010591806122011542 10933647123670200
926;61.71.04.1003;61;GG.DARMA PUTRA 1;-0.00959494049413836 10933839887627500
927;61.71.04.1003;62;JL. DHARMA PUTRA;0.009093 S 109.338670 E
928;61.71.04.1003;63;JL. DHARMA PUTRA;-0.009020967780811651 10933945595343700
929;61.71.04.1003;64;JL. DHARMA PUTRA GG DHARMA PUTRA 4;0'0'27,438 S 109'20'21,096 E
930;61.71.04.1003;65;JL. DHARMA PUTRA;0,25,141 S 109,2026,351 E
931;61.71.04.1003;66;JL. DHARMA PUTRA GG DHARMA PUTRA 9;0,0,24372 S 109,202757 E
932;61.71.04.1003;67;JL. DHARMA PUTRA;"0'0'24,985""S 109'20'26,962""E"
933;61.71.04.1003;68;JL. DHARMA PUTRA GG DHARMA PUTRA 4;0,0,24,402 S 109,2027,66E
934;61.71.04.1003;69;JL. DHARMA PUTRA;0.006714183785269399 10934106035234900
935;61.71.04.1003;70;JL. DHARMA PUTRA GG DHARMA PUTRA 16;0,0052S 109,3432E
936;61.71.04.1003;71;JL. DHARMA PUTRA GG DHARMA PUTRA 16;0.0038s 109,3427E
937;61.71.04.1003;72;JL. DHARMA PUTRA GG. DHARMA PUTRA 16;-0.003657100099823729 10934345830295900
938;61.71.04.1003;73;JL. DHARMA PUTRA GG DHARMA PUTRA 17 A;0.00285 S 109.34342 E
939;61.71.04.1003;74;JL. DHARMA PUTRA GG DHARMA PUTRA 19 A;-0.002298809820673189 10934424259557600
940;61.71.04.1003;75;JL. DHARMA PUTRA GG DHARMA PUTRA 19 B;-0.0024447416324608244 10934358168457000
941;61.71.04.1003;76;JL. DHARMA PUTRA GG DHARMA PUTRA 22;"0'0'3""N 109""20'42""E"
942;61.71.04.1003;77;JL. DHARMA PUTRA GG DHARMA PUTRA 24;0.0015798803780287575, 10934530052319100
943;61.71.04.1003;78;JL. DHARMA PUTRA PONDOK MARISA 5 BLOK A-16;-0.00019997970540421166 10934481913534300
944;61.71.04.1003;79;JL.DARMA PUTRA;0.0037882885975179, 10934373996952400
945;61.71.04.1003;80;JL.KOMPLEK SURYA KENCANA 2;0,0024 N 109,3456 E
946;61.71.04.1003;81;JL.KOMPLEK SURYA KENCANA;"0'0'8,54417""N '-13624498809091200"
947;61.71.04.1003;82;JL. DHARMA PUTRA DALAM GG.MADRASAH;0.00634215729812379 10934317559175400
948;61.71.04.1003;83;JL. DHARMA PUTRA DALAM GG. KENANGA I;0.007736141754018332, 10934011966930500
949;61.71.04.1003;84;JL. DHARMA PUTRA GG . ARJUNA;0'0'32,68354 N 109'20'35,4304 E
950;61.71.04.1003;85;JL. DHARMA PUTRA DALAM GG. MELATI I;0.010666933137670241 10934156356277200
951;61.71.04.1003;86;JL. DHARMA PUTRA GG. TRI DHARMA;0'0'41.25279 N 109'20'27.73579 E
952;61.71.04.1003;87;JL.BUDI UTOMO KOMP TAMAN ANGGREK BLOK D 4;0.0068184747637382035 10934609163486200
953;61.71.04.1003;88;KOMPLEK TAMAN ANGGREK;0,00803668 N 109,34669001 E
954;61.71.04.1003;89;KOMPLEK TAMAN ANGGREK;0'00793834 N 109,3470933 E
955;61.71.04.1003;90;JL. KHATULISTIWA KOMPLEK KEHUTANAN;-0.013656075246812206, 10933756100519900
956;61.71.04.1003;91;JL. KHATULISTIWA GG. TELUK INTAN;-0.011969507711560948 10933889402409000
957;61.71.04.1003;92;JL. KHATULISTIWA GG. TELUK INTAN;-0.01268297527255899, 10933749927545600
958;61.71.04.1003;93;JL. KHATULISTIWA GG. TELUK INTAN;-0.011025370146942786 10933888597758000
959;61.71.04.1003;94;JL DHARMA PUTRA GG. DHARMA PUTRA 3;0.009969 109340522
960;61.71.04.1003;95;JL DHARMA PUTRA GG. DHARMA PUTRA 8;0.0.32.332 S 109.2031.26 E
961;61.71.04.1003;96;JL KHATULISTIWA GG TELUK MUTIARA;-0.01077178549778032 10934181495574800
962;61.71.04.1003;97;JL KHATULISTIWA GG TELUK BERLIAN;0.01163288 S 109.341401E
963;61.71.04.1003;98;JL KHATULISTIWA GG TELUK BERLIAN;-0.010907844124999063 1093421062225810
964;61.71.04.1003;99;JL. PARET MAKMUR GG.PESANTREN;0,01018S 109,34284 E
965;61.71.04.1003;100;GG. SETUJU;-0.011319196880200937 10934033481810800
966;61.71.04.1003;101;JL KHATULISTIWA GG TELUK BERLIAN;0,0,46,554 S 109,20,23,466E
967;61.71.04.1003;102;JL KHATULISTIWA GG TELUK BERLIAN;"0.013898""S 109.338379""E"
968;61.71.04.1003;103;JL. PARET MAKMUR GG. SUKSES;-1,34354715230141E+33 10934018850923000
969;61.71.04.1003;104;JL. PARET MAKMUR GG. SUKSES;0.013561874551735352 10934042505529500
970;61.71.04.1003;105;JL DHARMA PUTRA GG. DHARMA PUTRA 20;1.8E-4N 109.34363333333334E
971;61.71.04.1003;106;KOMPLEK PERUM DARMA PUTRA;0,000749 109.342586
972;61.71.04.1003;107;KOMPLEK SONYA PERMAI;10934253208193300 0.0036329086106939032
973;61.71.04.1004;1;Jalan SMU 5 (SMU 5);0.07168,109.192950
974;61.71.04.1004;2;Jalan SMU 5 (SMU 5);0.07168,109.192950
975;61.71.04.1004;3;Jalan SMU 5 (SMU 5);0.07168,109.192950
976;61.71.04.1004;4;Jalan Sinar Pelita SD N.28;0.01067,109.191849
977;61.71.04.1004;5;Jalan Sinar Pelita SD N.28;0.01067,109.191849
978;61.71.04.1004;6;Jln. Khatulistiwa Samping SPBE AKR;0.04749,109.191328
979;61.71.04.1004;7;Jln. Khatulistiwa Samping GG.Usaha Baru di rumah Pak H.Syafri;0.04874,109.199484
980;61.71.04.1004;8;Jln. Kebangkitan nasional Gg. Trikora SD N.39;0.00464,109.3228223
981;61.71.04.1004;9;Jln. Khatulistiwa GG.Merapi Indah II;0.00501,109.3241108
982;61.71.04.1004;10;Jln. Khatulistiwa GG.Mawar;0.03206,109.1926945
983;61.71.04.1004;11;Jln. Khatulistiwa GG.Keluarga;0.00568,109.324966
984;61.71.04.1004;12;Jln. Kebangkitan Nasional Gg.Bantilan Karya;0.01907,109.191309
985;61.71.04.1004;13;Jln. Kebangkitan Nasional Gg.Darma Pala;0.02168,109.191696
986;61.71.04.1004;14;Jln. Kebangkitan Nasional Gg.Darma Bakti;0.02173,109.191704
987;61.71.04.1004;15;Jln. Kebangkitan Nasional Gg.H.Said;0.02463,109.191947
988;61.71.04.1004;16;Jln. Kebangkitan Nasional Gg. Baru di rumah Pak Herman;0.00857,109.321999
989;61.71.04.1004;17;Jln. Kebangkitan Nasional Lapangan Futsal Purnajaya;0.04534,109.192808
990;61.71.04.1004;18;Jln. Kebangkitan Nasional MA HUSADA;0.04474,109.193012
991;61.71.04.1004;19;Jln. Kebangkitan Nasional MTS.Ashabul Kahfi;0.05744,109.192805
992;61.71.04.1004;20;Jln. Kebangkitan Nasional Gg. Jarak;0.11855,109.192676
993;61.71.04.1004;21;Jln. Kebangkitan Nasional Komp.TPA;0.12697,109.191858
994;61.71.04.1004;22;Jln. Kebangkitan Nasional Komplk Khatulistiwa City Jalur 1 A-9;0.01315,109.323368
995;61.71.04.1004;23;Jln. Kebangkitan Nasional Komplk Khatulistiwa City Jalur 7 N-9;0.04144,109.192215
996;61.71.04.1004;24;Jln. Kebangkitan Nasional;0.02214,109.323886
997;61.71.04.1004;25;Jln. Khatulistiwa Gg.Famili di rumah Ketua RT 01 RW 06;0.01607,109.185829
998;61.71.04.1004;26;Jln. Khatulistiwa Gg.Famili rumah Ketua RT 02 RW 06;0.01030,109.185615
999;61.71.04.1004;27;Jln. Khatulistiwa Gg.Famili Rumah Warga a/n Khairudin;0.01030,109.185615
1000;61.71.04.1004;28;Jln. Khatulistiwa Gg.Usaha Bersama 1;0.00467,109,31511
1001;61.71.04.1004;29;Jln. Khatulistiwa Gg. Satu Dalam;0.02244,109.185669
1002;61.71.04.1004;30;Jln. Khatulistiwa Gg. Usaha Keluarga Dalam;0.00683,109.315601
1003;61.71.04.1004;31;Jln. Khatulistiwa Gg. Usaha Keluarga;0.004186,109.31447
1004;61.71.04.1004;32;Jln. Khatulistiwa Gg. Akrab;0.022549,109.185200
1005;61.71.04.1004;33;Jln. Khatulistiwa Gg. Akrab Dalam;0.023098,109.185349
1006;61.71.04.1004;34;Jln. Khatulistiwa Gg. Beringin I;0.022634,109.184680
1007;61.71.04.1004;35;Jln. Khatulistiwa Gg. Beringin Dalam;0.035304,109.185691
1008;61.71.04.1004;36;Jln. Khatulistiwa Gg. Beringin I;0.007477,109..313858
1009;61.71.04.1004;37;Jln. Khatulistiwa Gg. Beringin II;0.026, 1091844
1010;61.71.04.1004;38;Jln. Khatulistiwa Gg. Beringin II;0.027369,109.1844165
1011;61.71.04.1004;39;Jln. Khatulistiwa Gg. Beringin II;0.00962646,109.3141749
1012;61.71.04.1004;40;Jln. Khatulistiwa Gg. Beringin Maju I;0.0114151,109.3145637
1013;61.71.04.1004;41;Jln. Khatulistiwa Gg. Beringin II;0.0121,109.3679
1014;61.71.04.1004;42;Jln. Khatulistiwa Gg. Beringin II Dalam;0.0111399,109.3156789
1015;61.71.04.1004;43;Jln. Panca Bakti SD N.29;0.0069186,109.3113947
1016;61.71.04.1004;44;Jln. Panca Bakti Gg. Hidayah I;0.0069401,109.311415
1017;61.71.04.1004;45;Jln. Panca Bakti Gg. Hidayah II;0.0087863,109.311604
1018;61.71.04.1004;46;Jln. Panca Bakti Rumah Ketua RT 02 RW 12;0.0102156,109.312816
1019;61.71.04.1004;47;Jln. Panca Bakti Rumah Ketua RW 12;0.0112710,109.31177
1020;61.71.04.1004;48;Jln. Panca Bakti Gg. Patriot Bakti 1;0.0125692,109.311128
1021;61.71.04.1004;49;Jln. Panca Bakti Gg. Hidayah 4 Jalur 2;0.0118527,109.312422
1022;61.71.04.1004;50;Jln. Panca Bakti Gg. Hidayah 4 Jalur 4;0.0131369,109.314426
1023;61.71.04.1004;51;Jln. Panca Bakti rumah Pak Sudirianto;0.0191923,109.310645
1024;61.71.04.1004;52;Jln. Panca Bakti Bukit rill;0.0175532,109.310575
1025;61.71.04.1004;53;Jln. Khatulistiwa Gg. Beringin Baru;0.0283090,109.1837249
1026;61.71.04.1004;54;Jln. Khatulistiwa Gg. Beringin III;0.0358837,109.1837327
1027;61.71.04.1004;55;Jln. Panca Bakti Gg Keluarga 1;0.017011,109.308157
1028;61.71.04.1004;56;Jln. Panca Bakti Bukit rill;0.0274529,109.41152223
1029;61.71.04.1004;57;Jln. Khatulistiwa Gg. Beringin III SMP 15;0.00783767,109.3097167
1030;61.71.04.1004;58;Jln. Khatulistiwa Gg. Sambas Jaya Rumah Pak Matasan;0.02499,109.1828452
1031;61.71.04.1004;59;Jln. Khatulistiwa Gg. Sambas Jaya Di Halaman Produksi Rumah Tenun;0.041682,109.183446
1032;61.71.04.1004;60;Gg. Sambas Madrasah Nurul Hamidah;0.041057,109.183530
1033;61.71.04.1004;61;Jln. Khatulistiwa SD N.08;0.025122,109.184134
1034;61.71.04.1004;62;Jln. Khatulistiwa SD N.08;0.025122,109.184134
1035;61.71.04.1004;63;Jln. Khatulistiwa SD N.08;0.025122,109.184134
1036;61.71.04.1004;64;Jln. Khatulistiwa SD N.08;0.025122,109.184134
1037;61.71.04.1004;65;Jln. Khatulistiwa Gg. Flora I;0.007591,109.303705
1038;61.71.04.1004;66;Gg.Flora II;0.032166,109.18621
1039;61.71.04.1004;67;Gg.Flora Mawar;0.010944,109.30093548
1040;61.71.04.1004;68;Gg. Flora;0.046351,109.1810926
1041;61.71.04.1004;69;Gg.Flora Depan Masjid;0.020897,109.305344
1042;61.71.04.1004;70;Gg.Flora 3;0.04635 ,109.1830325
1043;61.71.04.1004;71;Jln. Khatulstiwa;0.010146,109.2963211
1044;61.71.04.1004;72;Jln. Karya bakti 3 di Ketua RT 3 RW 19;0.043698,109174524
1045;61.71.04.1004;73;Jln. Karya bakti di Ketua RT 4 RW 19;0.011261,109298742
1046;61.71.04.1004;74;Jln. Khatulistiwa Gg.Karya Bakti 5 di rumah Ketua RT 05 RW 19;0.043484,109.174934328
1047;61.71.04.1004;75;Jln. Karya Usaha di rumah Ketua RT 01 RW 20;0.0113867,109.2950299
1048;61.71.04.1004;76;Jln. Karya Usaha dirumah Ketua RT 03 RW 23;0.0180442,109.2950299
1049;61.71.04.1004;77;Jln. Karya Usaha dirumah Ketua RT 01 RW 05;0.01796929,109.29687052
1050;61.71.04.1004;78;Jln. Karya Usaha di rumah Ketua RT 04 RW 23;0.020736,109.297613
1051;61.71.03.1001;1;Rumah Bpk.Jailani;-0.033643, 109.291160
1052;61.71.03.1001;2;SDN 13 Pallima;-0.037475, 109.287645
1053;61.71.03.1001;3;Ruko Gg.Karya Indah/LKMD PALLIMA;-0.041594, 109.283358
1054;61.71.03.1001;4;Komplek Pesona Palma;-0.035418, 109.286006
1055;61.71.03.1001;5;Rumah H.Ibrahim;-0.035907, 109.289086
1056;61.71.03.1001;6;Rumah H.Ibrahim;-0.035640, 109.289417
1057;61.71.03.1001;7;Komplek Manday Permai Lestari;-0.031343, 109.292961
1058;61.71.03.1001;8;Jl.Berdikari;-0.032448, 109.281642
1059;61.71.03.1001;9;MTs Aswaja;-0.039148, 109.284027
1060;61.71.03.1001;10;Komplek Karya Indah Lestari;-0.039550, 109.284050
1061;61.71.03.1001;11;Komplek Pilar Mas;-0.035616, 109.284656
1062;61.71.03.1001;12;Gg.H.Usman I;-0.036998, 109.281813
1063;61.71.03.1001;13;Komplek Fajar Kencana;-0.022407, 109.298726
1064;61.71.03.1001;14;Gg.Palmasari I;-0.028494, 109.293297
1065;61.71.03.1001;15;Gg Hijrah;-0.026244, 109.295120
1066;61.71.03.1001;16;Gg.Mufakat rumah Pak RW.03;-0.028115, 109.297702
1067;61.71.03.1001;17;Gg.Palmasari III;-0.029570, 109.293438
1068;61.71.03.1001;18;Gg.Paris I;-0.031461, 109.294457
1069;61.71.03.1001;19;Gg.Mandiri I;-0.027774, 109.294307
1070;61.71.03.1001;20;Komp.Palestin Indah Permai;-0.027727, 109.290644
1071;61.71.03.1001;21;Gg.Berdikari 2B;-0.027020, 109.292092
1072;61.71.03.1001;22;Jl.Tabrani ahmad Rumah Pak Suparmin;-0.027210, 109.291926
1073;61.71.03.1001;23;Jl.Tanggul Rumah Pak Marsidin RT.03/RW.04;-0.024277, 109.288071
1074;61.71.03.1001;24;Jl.Nipah kuning dalam Rumah Pak Abdul Kholik RT.04/RW.04;-0.019350, 109.285978
1075;61.71.03.1001;25;Komplek Delima Mas Permai;-0.023700, 109.289271
1076;61.71.03.1001;26;Gg.Pendidikan;-0.025811, 109.297158
1077;61.71.03.1001;27;Komplek Dwi Ratna Indah 3;-0.026882, 109.298311
1078;61.71.03.1001;28;Komplek Mitra Utama 2;-0.025547, 109.297844
1079;61.71.03.1001;29;Komplek Mitra Utama 1;-0.025213, 109.297947
1080;61.71.03.1001;30;Gg.Thayyibah;-0.024672, 109.298092
1081;61.71.03.1001;31;Komplek Palem;-0.025273, 109.296609
1082;61.71.03.1001;32;Gg. Warna Sari;-0.024754, 109.298750
1083;61.71.03.1001;33;Komplek Griya Jawi Permai;-0.026016, 109.299987
1084;61.71.03.1001;34;Komplek Pondok Citra Utama;-0.024409, 109.299560
1085;61.71.03.1001;35;Gg.Bhineka;-0.024410, 109.300089
1086;61.71.03.1001;36;Panti Asuhan Nur ilahi;-0.025211, 109.300813
1087;61.71.03.1001;37;Komplek Permata Asri;-0.023655, 109.296605
1088;61.71.03.1001;38;Gg.Tunas Baru;-0.022370, 109.297493
1089;61.71.03.1001;39;Komplek Kencana Asri I;-0.025693, 109.293398
1090;61.71.03.1001;40;Komplek Ary Karya IX;-0.025649, 109.293706
1091;61.71.03.1001;41;Komplek Kencana Lestari 2;-0.025349, 109.293877
1092;61.71.03.1001;42;SMP N 17 PONTIANAK BARAT;-0.025187, 109.294386
1093;61.71.03.1001;43;Jl.Karet Gg.Suka Damai;-0.023397, 109.295693
1094;61.71.03.1001;44;Gg.Bukit Batu;-0.032230, 109.280237
1095;61.71.03.1001;45;Jl.Peramuka Gg.Al Faruq;-0.030177, 109.280888
1096;61.71.03.1001;46;Jl.Nipah kuning dalam Gg.Sukun Rumah Pak Ridho'i Ketua RT;-0.020492, 109.281765
1097;61.71.03.1001;47;Jl.Nipah Kuning dalam Rumah Pak Rifa'i Ketua RT;-0.018946, 109.284767
1098;61.71.03.1001;48;Komplek Doraniska;-0.030305, 109.283946
1099;61.71.03.1001;49;Komplek Didis Permai 7;-0.030898, 109.285968
1100;61.71.03.1001;50;Komplek Didis Permai 8 C-D;-0.030154, 109.287410
1101;61.71.03.1001;51;Komplek Villa Arthalend;-0.030275, 109.289456
1102;61.71.03.1001;52;Komplek Villa Arthaland Blok C;-0.032656, 109.291137
1103;61.71.03.1001;53;Jl.Tabrani Ahmad SD 74;-0.023999, 109.294058
1104;61.71.03.1001;54;Jl.Tabrani Ahmad Gg.Berdikari 2 dalam;-0.023508, 109.293940
1105;61.71.03.1001;55;Jl.Karet Gg.Karet Sempurna;-0.021567, 109.295750
1106;61.71.03.1001;56;Jl.Karet Gg.Pantura;-0.019993, 109.295575
1107;61.71.03.1001;57;Jl.Karet Komplek Alam Jaya 2;-0.018314, 109.296999
1108;61.71.03.1001;58;Jl.Karet Gg.Karet Jaya;-0.017829, 109.297155
1109;61.71.03.1001;59;Jl.Karet Komplek Permata Usaha;-0.016860, 109.297872
1110;61.71.03.1002;1;Jalan Hasanuddin Gang Kakap 1, GG. WAKAF, GG. KAKAP II;-0.01811 , 109.33036
